county,year,irrigation,site,trial,data_planted,date_harvested,weather_site,weather_tile,weather_latitude,weather_longitude,weather_altitude,weather_yr,weather_yday,dayl_s,prcp_mm_day,srad_w_m_2,swe_kg_m_2,tmax_deg_c,tmin_deg_c,vp_pa,max_t,min_t,gdd,d_solar_rad_MJ_M2,tmed_deg_c,d_year_pl,d_year_ha,acu_dsolarrad_MJ_m2,acu_gdd,cicle_acu_solar_total,cicle_acu_gdd,cicle_acu_pp,ciclelength,cicle_tmed,cicle_tmax,cicle_tmin,cicle_vppa,stage,stage_duration,stage_acu_radsolar,stage_acu_gdd,stage_acu_pp,stage_tmed,stage_tmin,stage_tmax,stage_vp
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,142,49497.8,1.32,423.77,0,28.97,16.15,1835.15,84.146,61.06999999999999,12.608000000000004,20.975682706,22.56,132,301,223.8058759724,138.371,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,143,49565.81,28.83,349.15,0,32.14,16.93,1928.21,89.852,62.474000000000004,14.236999999999995,17.305902561499998,24.535,132,301,241.1117785339,152.608,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,144,49631.93,0,430.3,0,31.55,17.9,2050.17,88.78999999999999,64.22,15.11,21.356619479000003,24.725,132,301,262.4683980129,167.71800000000002,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,145,49696.14,0,387.04,0,30.79,18.97,2192.55,87.422,66.146,16.073000000000008,19.2343940256,24.88,132,301,281.7027920385,183.791,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,146,49758.38,1.6,281.02,0,28.44,20.44,2402.31,83.19200000000001,68.792,15.992000000000004,13.983099947599998,24.44,132,301,295.6858919861,199.78300000000002,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,147,49818.63,5.26,174.65,0,27.12,20.69,2439.4,80.816,69.242,15.028999999999996,8.7008237295,23.905,132,301,304.3867157156,214.812,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,148,49876.85,0,322.01,0,29.66,20.51,2412.09,85.388,68.918,17.153000000000006,16.0608444685,25.085,132,301,320.4475601841,231.96500000000003,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,149,49933,0,360.05,0,31.24,20.82,2458.43,88.232,69.476,17.738,17.97837665,26.03,132,301,338.4259368341,249.70300000000003,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,150,49987.07,6.54,260.08,0,31.02,21.13,2506.23,87.836,70.03399999999999,18.016999999999996,13.0006371656,26.075,132,301,351.4265739997,267.72,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,151,50039,0,375,0,31.57,20.69,2438.56,88.826,69.242,17.62100000000001,18.764625,26.130000000000003,132,301,370.1911989997,285.341,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,152,50088.78,0,399.36,0,31.22,19.65,2286.77,88.196,67.37,16.685000000000002,20.003455180800003,25.435,132,301,390.1946541805,302.026,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,153,50136.37,0,378.3,0,30.31,19.81,2310.23,86.55799999999999,67.658,16.829000000000008,18.966588771,25.06,132,301,409.1612429515,318.855,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,154,50181.74,0,438.88,0,30.61,18.07,2072.03,87.098,64.52600000000001,15.263000000000005,22.0237620512,24.34,132,301,431.1850050027,334.11800000000005,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,155,50224.87,0,411.69,0,29.41,18.2,2088.88,84.938,64.75999999999999,14.84899999999999,20.6770767303,23.805,132,301,451.862081733,348.96700000000004,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,156,50265.72,0,402.38,0,30.83,19.73,2298.04,87.494,67.51400000000001,16.757000000000005,20.2259204136,25.28,132,301,472.0880021466,365.72400000000005,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,157,50304.27,0,357.23,0,30.68,21.09,2499.72,87.224,69.962,17.980999999999995,17.9701943721,25.884999999999998,132,301,490.0581965187,383.70500000000004,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,158,50340.49,9.72,218.86,0,28.74,21.36,2541.18,83.732,70.44800000000001,17.090000000000003,11.0175196414,25.049999999999997,132,301,501.0757161601,400.795,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,159,50374.37,19.45,197.75,0,27.99,21.56,2571.92,82.382,70.80799999999999,16.595,9.961531667500001,24.775,132,301,511.0372478276,417.39000000000004,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,160,50405.88,2.82,277.28,0,32.01,22.23,2680.31,89.618,72.01400000000001,19.007000000000005,13.976542406399998,27.119999999999997,132,301,525.013790234,436.39700000000005,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,161,50435,21.71,247.48,0,30.61,22.35,2699.37,87.098,72.23,19.11500000000001,12.481653799999998,26.48,132,301,537.495444034,455.51200000000006,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,162,50461.71,0,391.93,0,31.93,21.77,2605.42,89.474,71.186,18.593000000000004,19.7774580003,26.85,132,301,557.2729020343,474.105,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,163,50485.99,0,401.97,0,32.62,22.17,2670.86,90.716,71.906,18.953000000000003,20.2938534003,27.395,132,301,577.5667554346,493.05800000000005,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,164,50507.82,42.64,332.22,0,32.23,20.58,2422.92,90.014,69.044,17.52199999999999,16.7797079604,26.404999999999998,132,301,594.346463395,510.58000000000004,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,165,50527.2,0,425.92,0,29.64,19.23,2228.57,85.352,66.614,15.983000000000004,21.520545024,24.435000000000002,132,301,615.8670084190001,526.5630000000001,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,166,50544.11,0,458.03,0,29.59,18.2,2089.11,85.262,64.75999999999999,15.010999999999996,23.1507187033,23.895,132,301,639.0177271223,541.5740000000001,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,167,50558.53,0,451.84,0,28.21,17.42,1989.19,82.778,63.35600000000001,13.067000000000007,22.8443661952,22.815,132,301,661.8620933175,554.6410000000001,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,168,50570.46,0,446.78,0,26.57,16.31,1853.46,79.826,61.358,10.591999999999999,22.593870118799998,21.439999999999998,132,301,684.4559634363,565.2330000000001,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,169,50579.89,0,535.88,0,28.83,14.12,1610.47,83.894,57.416,11.947000000000003,27.104751453200002,21.474999999999998,132,301,711.5607148895,577.1800000000001,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,170,50586.81,0,519.65,0,31.87,17.03,1940.02,89.366,62.654,14.326999999999998,26.287435816499997,24.450000000000003,132,301,737.848150706,591.5070000000001,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,171,50591.22,0,501.59,0,32.66,18.39,2113.93,90.788,65.102,15.551000000000002,25.3760500398,25.525,132,301,763.2242007458,607.058,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,172,50593.11,0,482.68,0,33.19,19.68,2290.66,91.74199999999999,67.424,16.712000000000003,24.4202823348,26.435,132,301,787.6444830806,623.7700000000001,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,173,50592.48,0,467.12,0,33.45,20.63,2429.2,92.21000000000001,69.134,17.567000000000007,23.632759257600004,27.04,132,301,811.2772423382,641.3370000000001,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,174,50589.34,3.91,344.26,0,32.78,20.51,2411.98,91.004,68.918,17.459000000000003,17.4158861884,26.645000000000003,132,301,828.6931285266,658.796,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,vegetative,35,665.6526246602,573.413,170.35999999999999,24.875,19.43111111111111,30.31888888888889,2270.0647222222224
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,175,50583.69,3.56,324.36,0,32.29,21.17,2511.26,90.122,70.106,18.052999999999997,16.407325688400004,26.73,132,301,845.100454215,676.849,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,squaring,23,454.9370224057,450.714,64.72,27.451041666666665,22.022916666666667,32.87916666666667,2649.6125
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,176,50575.53,0,418.8,0,31.85,21.23,2520.69,89.33000000000001,70.214,18.107,21.181031964000002,26.54,132,301,866.281486179,694.956,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,squaring,23,454.9370224057,450.714,64.72,27.451041666666665,22.022916666666667,32.87916666666667,2649.6125
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,177,50564.86,2.11,288.67,0,31.53,21.97,2638.71,88.754,71.54599999999999,18.772999999999996,14.596558136200002,26.75,132,301,880.8780443152,713.729,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,squaring,23,454.9370224057,450.714,64.72,27.451041666666665,22.022916666666667,32.87916666666667,2649.6125
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,178,50551.69,0,450.79,0,33.44,21.12,2504.71,92.19200000000001,70.016,18.00800000000001,22.788196335100004,27.28,132,301,903.6662406503,731.7370000000001,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,squaring,23,454.9370224057,450.714,64.72,27.451041666666665,22.022916666666667,32.87916666666667,2649.6125
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,179,50536.04,0,443.7,0,33.82,21.65,2586.32,92.876,70.97,18.485,22.422840947999997,27.735,132,301,926.0890815983,750.2220000000001,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,squaring,23,454.9370224057,450.714,64.72,27.451041666666665,22.022916666666667,32.87916666666667,2649.6125
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,180,50517.9,0,421.19,0,34.42,22.91,2792.94,93.956,73.238,19.619,21.277634301,28.665,132,301,947.3667158993001,769.8410000000001,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,squaring,23,454.9370224057,450.714,64.72,27.451041666666665,22.022916666666667,32.87916666666667,2649.6125
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,2020-05-11T00:00:00Z,2020-10-27T00:00:00Z,Tift,10849,31.4899,-83.5177,121,2020,181,50497.31,0,409.24,0,34.62,23.48,2891.12,94.316,74.26400000000001,20.132000000000005,20.6655191444,29.049999999999997,132,301,968.0322350437,789.9730000000001,2886.0842486011,2772.48,605.68,169,25.27573529411765,30.783058823529412,19.76841176470588,2345.9432352941176,squaring,23,454.9370224057,450.714,64.72,27.451041666666665,22.022916666666667,32.87916666666667,2649.6125
