year,irrigation,site,trial,variety,resp_var,resp_val
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,CP 9608 B3XF,strength_gtex,28
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,CP 9608 B3XF,rd,77.1
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,CP 9608 B3XF,b,8.7
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,CP 9608 B3XF,length_mm,28.956
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,CP 9608 B3XF,uniformity,81.7
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,CP 9608 B3XF,Q_score,66.98483313
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3615 B3XF,lintyield_kgha,1306.73262
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3615 B3XF,gto,37.40601504
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3615 B3XF,mic,4
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3615 B3XF,strength_gtex,31
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3615 B3XF,rd,77.3
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3615 B3XF,b,8.9
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3615 B3XF,length_mm,29.21
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3615 B3XF,uniformity,81
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3615 B3XF,Q_score,68.37352458
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3799 B3XF,lintyield_kgha,1224.934152
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3799 B3XF,gto,35.12064343
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3799 B3XF,mic,4
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3799 B3XF,strength_gtex,30.5
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3799 B3XF,rd,77.3
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3799 B3XF,b,9.2
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3799 B3XF,length_mm,28.956
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3799 B3XF,uniformity,80.9
2020,Irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3799 B3XF,Q_score,63.85544149
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 1646 B2XF,lintyield_kgha,1173.116055
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 1646 B2XF,gto,36.2305581
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 1646 B2XF,mic,4.1
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 1646 B2XF,strength_gtex,29
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 1646 B2XF,rd,79.6
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 1646 B2XF,b,8.3
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 1646 B2XF,length_mm,29.21
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 1646 B2XF,uniformity,79.7
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 1646 B2XF,Q_score,72.04445761
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2038 B3XF,lintyield_kgha,1236.443779
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2038 B3XF,gto,38.64142539
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2038 B3XF,mic,4.7
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2038 B3XF,strength_gtex,27.6
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2038 B3XF,rd,77.4
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2038 B3XF,b,8.7
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2038 B3XF,length_mm,26.67
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2038 B3XF,uniformity,80.1
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2038 B3XF,Q_score,36.38696515
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2055 B3XF,lintyield_kgha,1165.172363
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2055 B3XF,gto,38.97674419
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2055 B3XF,mic,4.2
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2055 B3XF,strength_gtex,29.3
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2055 B3XF,rd,77.7
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2055 B3XF,b,8.3
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2055 B3XF,length_mm,29.972
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2055 B3XF,uniformity,81.2
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 2055 B3XF,Q_score,86.40005849
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 5711 B3XF,lintyield_kgha,1080.924246
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 5711 B3XF,gto,35.90697674
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 5711 B3XF,mic,4.4
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 5711 B3XF,strength_gtex,29.2
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 5711 B3XF,rd,78
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 5711 B3XF,b,8.6
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 5711 B3XF,length_mm,28.448
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 5711 B3XF,uniformity,80.5
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 5711 B3XF,Q_score,64.82048455
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 4936 B3XF,lintyield_kgha,1233.552364
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 4936 B3XF,gto,34.35406699
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 4936 B3XF,mic,4.4
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 4936 B3XF,strength_gtex,30.4
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 4936 B3XF,rd,78.9
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 4936 B3XF,b,7.7
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 4936 B3XF,length_mm,29.972
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 4936 B3XF,uniformity,82.5
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,NG 4936 B3XF,Q_score,90.43097857
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 400 W3FE,lintyield_kgha,1162.763865
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 400 W3FE,gto,35.86413586
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 400 W3FE,mic,3.5
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 400 W3FE,strength_gtex,33.9
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 400 W3FE,rd,77.9
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 400 W3FE,b,8
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 400 W3FE,length_mm,28.448
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 400 W3FE,uniformity,79.8
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 400 W3FE,Q_score,37.64998913
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 545 W3FE,lintyield_kgha,1013.179759
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 545 W3FE,gto,35.4491018
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 545 W3FE,mic,4.5
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 545 W3FE,strength_gtex,29.5
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 545 W3FE,rd,77.3
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 545 W3FE,b,9.2
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 545 W3FE,length_mm,27.178
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 545 W3FE,uniformity,81.2
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,PHY 545 W3FE,Q_score,50.81674788
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,ST 4990 B3XF,lintyield_kgha,1216.93878
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,ST 4990 B3XF,gto,33.77723971
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,ST 4990 B3XF,mic,4.3
2020,Irrigated,Pulaski_2020,Pulaski_irrigated_2020,ST 4990 B3XF,strength_gtex,29
