county,year,irrigation,site,trial,variety,lintyield_lbac,lintyield_kgha,gto,color,staple,mic,strength_gtex,Leaf,Rd,b,trash,length_in,length_mm,uniformity,loan value,lint yield_loan value_100,q_score,s_score,lat,lon,alt,stage_duration_emergence,stage_duration_vegetative,stage_duration_squaring,stage_duration_flowering,stage_duration_cut_out,stage_duration_opening_bolls,stage_duration_total,stage_acu_radsolar_emergence,stage_acu_radsolar_vegetative,stage_acu_radsolar_squaring,stage_acu_radsolar_flowering,stage_acu_radsolar_cut_out,stage_acu_radsolar_opening_bolls,stage_acu_radsolar_total,stage_acu_gdd_emergence,stage_acu_gdd_vegetative,stage_acu_gdd_squaring,stage_acu_gdd_flowering,stage_acu_gdd_cut_out,stage_acu_gdd_opening_bolls,stage_acu_gdd_total,stage_acu_pp_emergence,stage_acu_pp_vegetative,stage_acu_pp_squaring,stage_acu_pp_flowering,stage_acu_pp_cut_out,stage_acu_pp_opening_bolls,stage_acu_pp_total,stage_tmed_emergence,stage_tmed_vegetative,stage_tmed_squaring,stage_tmed_flowering,stage_tmed_cut_out,stage_tmed_opening_bolls,stage_tmed_total,stage_tmin_emergence,stage_tmin_vegetative,stage_tmin_squaring,stage_tmin_flowering,stage_tmin_cut_out,stage_tmin_opening_bolls,stage_tmin_total,stage_tmax_emergence,stage_tmax_vegetative,stage_tmax_squaring,stage_tmax_flowering,stage_tmax_cut_out,stage_tmax_opening_bolls,stage_tmax_total,stage_vp_emergence,stage_vp_vegetative,stage_vp_squaring,stage_vp_flowering,stage_vp_cut_out,stage_vp_opening_bolls,stage_vp_total
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,DG 3615 B3XF,1121.296326424365,1256.8041476489934,38.35616438356165,31,37,4.6,32.3,3,75.8,8.8,0.3,1.16,29.463999999999995,82.3,NA,NA,31.456999999999997,NA,31.4899,-83.5177,121,6,35,23,22,33,45,169,163.0405038664,665.6526246602,454.9370224057,441.0344770385,526.1932678204,635.2263528098999,2886.0842486011,85.383,573.413,450.714,435.919,635.4739999999999,591.5770000000001,2772.48,3.07,170.36,64.72,42.48,156.52,168.53,605.68,21.158571428571427,24.875,27.451041666666665,28.105,27.167205882352945,22.268260869565218,25.27573529411765,13.061428571428571,19.43111111111111,22.022916666666667,22.17,22.01735294117647,17.01369565217391,19.76841176470588,29.255714285714284,30.31888888888889,32.87916666666667,34.04,32.317058823529415,27.52282608695652,30.783058823529412,1527.83,2270.0647222222224,2649.6125,2671.579565217391,2648.8379411764704,1984.6889130434784,2345.9432352941176
Tift,2020,dryland,Tift_2020,Tift_dryland_2020,DG 3799 B3XF,1317.2414012733514,1476.4290380353705,40.51510648836057,31,37,4.5,32.5,3,76.5,8.7,0.3,1.14,28.955999999999996,81.6,NA,NA,31.092999999999996,NA,31.4899,-83.5177,121,6,35,23,22,33,45,169,163.0405038664,665.6526246602,454.9370224057,441.0344770385,526.1932678204,635.2263528098999,2886.0842486011,85.383,573.413,450.714,435.919,635.4739999999999,591.5770000000001,2772.48,3.07,170.36,64.72,42.48,156.52,168.53,605.68,21.158571428571427,24.875,27.451041666666665,28.105,27.167205882352945,22.268260869565218,25.27573529411765,13.061428571428571,19.43111111111111,22.022916666666667,22.17,22.01735294117647,17.01369565217391,19.76841176470588,29.255714285714284,30.31888888888889,32.87916666666667,34.04,32.317058823529415,27.52282608695652,30.783058823529412,1527.83,2270.0647222222224,2649.6125,2671.579565217391,2648.8379411764704,1984.6889130434784,2345.9432352941176
Sumter,2020,irrigated,Sumter_2020,Sumter_irrigated_2020,DP 1646 B2XF,1157.9437708126793,1297.8804082435886,37.096774193548384,31,37,4.6,27.6,3,75.4,9,0.3,1.15,29.209999999999997,80.9,NA,NA,30.65,NA,32.038647,-84.372062,153,5,35,23,23,33,51,175,119.5246682161,679.2157350136,453.8334246495,445.8189331178,555.1908801633,684.9230055434,2938.5066467037,79.61399999999999,571.403,444.972,455.6190000000001,627.4190000000001,569.125,2748.152,14.42,172.1,182.88,178.99,141.56,335.97999999999996,1025.93,22.56833333333333,24.871666666666663,27.247083333333332,28.057083333333335,27.0075,20.48942307692308,24.66928977272727,15.715,19.37611111111111,21.75,22.204583333333332,21.686470588235295,15.031923076923077,19.12352272727273,29.421666666666667,30.36722222222222,32.744166666666665,33.90958333333333,32.328529411764706,25.94692307692308,30.215056818181814,1803.83,2267.3369444444443,2606.2908333333335,2678.295,2602.9426470588237,1783.8609615384614,2275.7840340909092
Sumter,2020,irrigated,Sumter_2020,Sumter_irrigated_2020,DP 2038 B3XF,1220.074433726737,1367.5195152364502,39.55637707948244,31,35,4.6,27.2,2,77.4,8.7,0.1,1.08,27.432,80.5,NA,NA,29.66099999999999,NA,32.038647,-84.372062,153,5,35,23,23,33,51,175,119.5246682161,679.2157350136,453.8334246495,445.8189331178,555.1908801633,684.9230055434,2938.5066467037,79.61399999999999,571.403,444.972,455.6190000000001,627.4190000000001,569.125,2748.152,14.42,172.1,182.88,178.99,141.56,335.97999999999996,1025.93,22.56833333333333,24.871666666666663,27.247083333333332,28.057083333333335,27.0075,20.48942307692308,24.66928977272727,15.715,19.37611111111111,21.75,22.204583333333332,21.686470588235295,15.031923076923077,19.12352272727273,29.421666666666667,30.36722222222222,32.744166666666665,33.90958333333333,32.328529411764706,25.94692307692308,30.215056818181814,1803.83,2267.3369444444443,2606.2908333333335,2678.295,2602.9426470588237,1783.8609615384614,2275.7840340909092
Sumter,2020,irrigated,Sumter_2020,Sumter_irrigated_2020,DP 2055 B3XF,1113.0971371834416,1247.6140925292984,34.08624229979466,31,38,4.4,30,2,77.7,8.7,0.2,1.18,29.972,81.4,NA,NA,31.296,NA,32.038647,-84.372062,153,5,35,23,23,33,51,175,119.5246682161,679.2157350136,453.8334246495,445.8189331178,555.1908801633,684.9230055434,2938.5066467037,79.61399999999999,571.403,444.972,455.6190000000001,627.4190000000001,569.125,2748.152,14.42,172.1,182.88,178.99,141.56,335.97999999999996,1025.93,22.56833333333333,24.871666666666663,27.247083333333332,28.057083333333335,27.0075,20.48942307692308,24.66928977272727,15.715,19.37611111111111,21.75,22.204583333333332,21.686470588235295,15.031923076923077,19.12352272727273,29.421666666666667,30.36722222222222,32.744166666666665,33.90958333333333,32.328529411764706,25.94692307692308,30.215056818181814,1803.83,2267.3369444444443,2606.2908333333335,2678.295,2602.9426470588237,1783.8609615384614,2275.7840340909092
Sumter,2020,irrigated,Sumter_2020,Sumter_irrigated_2020,NG 5711 B3XF,1147.9882824032402,1286.721806516288,38.072669826224335,31,37,3.9,28.9,2,77.3,8.5,0.2,1.15,29.209999999999997,80.5,NA,NA,30.545,NA,32.038647,-84.372062,153,5,35,23,23,33,51,175,119.5246682161,679.2157350136,453.8334246495,445.8189331178,555.1908801633,684.9230055434,2938.5066467037,79.61399999999999,571.403,444.972,455.6190000000001,627.4190000000001,569.125,2748.152,14.42,172.1,182.88,178.99,141.56,335.97999999999996,1025.93,22.56833333333333,24.871666666666663,27.247083333333332,28.057083333333335,27.0075,20.48942307692308,24.66928977272727,15.715,19.37611111111111,21.75,22.204583333333332,21.686470588235295,15.031923076923077,19.12352272727273,29.421666666666667,30.36722222222222,32.744166666666665,33.90958333333333,32.328529411764706,25.94692307692308,30.215056818181814,1803.83,2267.3369444444443,2606.2908333333335,2678.295,2602.9426470588237,1783.8609615384614,2275.7840340909092
Sumter,2020,irrigated,Sumter_2020,Sumter_irrigated_2020,NG 4936 B3XF,1045.037554547265,1171.329560306517,32.718894009216584,31,37,4.4,28.3,2,76.4,8.1,0.2,1.14,28.955999999999996,82,NA,NA,30.708,NA,32.038647,-84.372062,153,5,35,23,23,33,51,175,119.5246682161,679.2157350136,453.8334246495,445.8189331178,555.1908801633,684.9230055434,2938.5066467037,79.61399999999999,571.403,444.972,455.6190000000001,627.4190000000001,569.125,2748.152,14.42,172.1,182.88,178.99,141.56,335.97999999999996,1025.93,22.56833333333333,24.871666666666663,27.247083333333332,28.057083333333335,27.0075,20.48942307692308,24.66928977272727,15.715,19.37611111111111,21.75,22.204583333333332,21.686470588235295,15.031923076923077,19.12352272727273,29.421666666666667,30.36722222222222,32.744166666666665,33.90958333333333,32.328529411764706,25.94692307692308,30.215056818181814,1803.83,2267.3369444444443,2606.2908333333335,2678.295,2602.9426470588237,1783.8609615384614,2275.7840340909092
Sumter,2020,irrigated,Sumter_2020,Sumter_irrigated_2020,PHY 400 W3FE,1065.3724789699284,1194.1219451152938,35.46617915904936,21,36,3.3,29.2,3,78.7,8.6,0.3,1.13,28.701999999999995,80.8,NA,NA,30.216,NA,32.038647,-84.372062,153,5,35,23,23,33,51,175,119.5246682161,679.2157350136,453.8334246495,445.8189331178,555.1908801633,684.9230055434,2938.5066467037,79.61399999999999,571.403,444.972,455.6190000000001,627.4190000000001,569.125,2748.152,14.42,172.1,182.88,178.99,141.56,335.97999999999996,1025.93,22.56833333333333,24.871666666666663,27.247083333333332,28.057083333333335,27.0075,20.48942307692308,24.66928977272727,15.715,19.37611111111111,21.75,22.204583333333332,21.686470588235295,15.031923076923077,19.12352272727273,29.421666666666667,30.36722222222222,32.744166666666665,33.90958333333333,32.328529411764706,25.94692307692308,30.215056818181814,1803.83,2267.3369444444443,2606.2908333333335,2678.295,2602.9426470588237,1783.8609615384614,2275.7840340909092
Sumter,2020,irrigated,Sumter_2020,Sumter_irrigated_2020,Px 5C45 W3FE,1219.246583134253,1366.5916195199045,39.46540880503144,31,35,4.4,29.5,3,75.8,9,0.4,1.1,27.94,81.9,NA,NA,30.305000000000003,NA,32.038647,-84.372062,153,5,35,23,23,33,51,175,119.5246682161,679.2157350136,453.8334246495,445.8189331178,555.1908801633,684.9230055434,2938.5066467037,79.61399999999999,571.403,444.972,455.6190000000001,627.4190000000001,569.125,2748.152,14.42,172.1,182.88,178.99,141.56,335.97999999999996,1025.93,22.56833333333333,24.871666666666663,27.247083333333332,28.057083333333335,27.0075,20.48942307692308,24.66928977272727,15.715,19.37611111111111,21.75,22.204583333333332,21.686470588235295,15.031923076923077,19.12352272727273,29.421666666666667,30.36722222222222,32.744166666666665,33.90958333333333,32.328529411764706,25.94692307692308,30.215056818181814,1803.83,2267.3369444444443,2606.2908333333335,2678.295,2602.9426470588237,1783.8609615384614,2275.7840340909092
Sumter,2020,irrigated,Sumter_2020,Sumter_irrigated_2020,ST 4990 B3XF,1111.5384839743151,1245.8670772472424,33.925925925925924,31,38,4.3,29.6,3,77.5,7.7,0.3,1.19,30.225999999999996,84,NA,NA,31.748,NA,32.038647,-84.372062,153,5,35,23,23,33,51,175,119.5246682161,679.2157350136,453.8334246495,445.8189331178,555.1908801633,684.9230055434,2938.5066467037,79.61399999999999,571.403,444.972,455.6190000000001,627.4190000000001,569.125,2748.152,14.42,172.1,182.88,178.99,141.56,335.97999999999996,1025.93,22.56833333333333,24.871666666666663,27.247083333333332,28.057083333333335,27.0075,20.48942307692308,24.66928977272727,15.715,19.37611111111111,21.75,22.204583333333332,21.686470588235295,15.031923076923077,19.12352272727273,29.421666666666667,30.36722222222222,32.744166666666665,33.90958333333333,32.328529411764706,25.94692307692308,30.215056818181814,1803.83,2267.3369444444443,2606.2908333333335,2678.295,2602.9426470588237,1783.8609615384614,2275.7840340909092
Sumter,2020,irrigated,Sumter_2020,Sumter_irrigated_2020,ST 5471 GLTP,1021.627525107878,1145.0904463429242,31.03448275862069,31,36,4.1,28.7,3,78.1,8.4,0.3,1.12,28.448,81.3,NA,NA,30.313999999999997,NA,32.038647,-84.372062,153,5,35,23,23,33,51,175,119.5246682161,679.2157350136,453.8334246495,445.8189331178,555.1908801633,684.9230055434,2938.5066467037,79.61399999999999,571.403,444.972,455.6190000000001,627.4190000000001,569.125,2748.152,14.42,172.1,182.88,178.99,141.56,335.97999999999996,1025.93,22.56833333333333,24.871666666666663,27.247083333333332,28.057083333333335,27.0075,20.48942307692308,24.66928977272727,15.715,19.37611111111111,21.75,22.204583333333332,21.686470588235295,15.031923076923077,19.12352272727273,29.421666666666667,30.36722222222222,32.744166666666665,33.90958333333333,32.328529411764706,25.94692307692308,30.215056818181814,1803.83,2267.3369444444443,2606.2908333333335,2678.295,2602.9426470588237,1783.8609615384614,2275.7840340909092
Sumter,2020,irrigated,Sumter_2020,Sumter_irrigated_2020,CP 9608 B3XF,1063.8223457949468,1192.384479507128,37.29216152019003,31,37,4.1,28,3,77.1,8.7,0.3,1.14,28.955999999999996,81.7,NA,NA,30.557999999999996,NA,32.038647,-84.372062,153,5,35,23,23,33,51,175,119.5246682161,679.2157350136,453.8334246495,445.8189331178,555.1908801633,684.9230055434,2938.5066467037,79.61399999999999,571.403,444.972,455.6190000000001,627.4190000000001,569.125,2748.152,14.42,172.1,182.88,178.99,141.56,335.97999999999996,1025.93,22.56833333333333,24.871666666666663,27.247083333333332,28.057083333333335,27.0075,20.48942307692308,24.66928977272727,15.715,19.37611111111111,21.75,22.204583333333332,21.686470588235295,15.031923076923077,19.12352272727273,29.421666666666667,30.36722222222222,32.744166666666665,33.90958333333333,32.328529411764706,25.94692307692308,30.215056818181814,1803.83,2267.3369444444443,2606.2908333333335,2678.295,2602.9426470588237,1783.8609615384614,2275.7840340909092
Sumter,2020,irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3615 B3XF,1306.908369072794,1464.8472666325663,37.40601503759398,31,37,4,31,3,77.3,8.9,0.3,1.15,29.209999999999997,81,NA,NA,30.855,NA,32.038647,-84.372062,153,5,35,23,23,33,51,175,119.5246682161,679.2157350136,453.8334246495,445.8189331178,555.1908801633,684.9230055434,2938.5066467037,79.61399999999999,571.403,444.972,455.6190000000001,627.4190000000001,569.125,2748.152,14.42,172.1,182.88,178.99,141.56,335.97999999999996,1025.93,22.56833333333333,24.871666666666663,27.247083333333332,28.057083333333335,27.0075,20.48942307692308,24.66928977272727,15.715,19.37611111111111,21.75,22.204583333333332,21.686470588235295,15.031923076923077,19.12352272727273,29.421666666666667,30.36722222222222,32.744166666666665,33.90958333333333,32.328529411764706,25.94692307692308,30.215056818181814,1803.83,2267.3369444444443,2606.2908333333335,2678.295,2602.9426470588237,1783.8609615384614,2275.7840340909092
Sumter,2020,irrigated,Sumter_2020,Sumter_irrigated_2020,DG 3799 B3XF,1225.0989001100595,1373.151184618994,35.120643431635386,31,37,4,30.5,2,77.3,9.2,0.2,1.14,28.955999999999996,80.9,NA,NA,30.663,NA,32.038647,-84.372062,153,5,35,23,23,33,51,175,119.5246682161,679.2157350136,453.8334246495,445.8189331178,555.1908801633,684.9230055434,2938.5066467037,79.61399999999999,571.403,444.972,455.6190000000001,627.4190000000001,569.125,2748.152,14.42,172.1,182.88,178.99,141.56,335.97999999999996,1025.93,22.56833333333333,24.871666666666663,27.247083333333332,28.057083333333335,27.0075,20.48942307692308,24.66928977272727,15.715,19.37611111111111,21.75,22.204583333333332,21.686470588235295,15.031923076923077,19.12352272727273,29.421666666666667,30.36722222222222,32.744166666666665,33.90958333333333,32.328529411764706,25.94692307692308,30.215056818181814,1803.83,2267.3369444444443,2606.2908333333335,2678.295,2602.9426470588237,1783.8609615384614,2275.7840340909092
Pulaski,2020,irrigated,Pulaski_2020,Pulaski_irrigated_2020,DP 1646 B2XF,1173.2738331356609,1315.0630971164574,36.230558096980786,21,37,4.1,29,3,79.6,8.3,0.4,1.15,29.209999999999997,79.7,NA,NA,30.485,NA,32.2121,-83.37735,79,5,34,23,22,34,46,169,99.4301704927,662.0354570442,479.0519707446,397.1281350571,525.8577292806,659.315532689,2822.8189953082,80.44999999999997,577.4639999999999,448.977,437.503,631.594,525.1600000000001,2701.148,67.81,68.53,92.17,128.92,222.32,48.25,628,23.459166666666665,25.453285714285716,27.960208333333338,28.176739130434783,26.636,20.633191489361703,25.016176470588235,17.198333333333334,19.995428571428572,21.961666666666662,22.246521739130436,21.724,14.498936170212763,19.315117647058823,29.72,30.911142857142856,33.95875,34.10695652173913,31.548,26.76744680851064,30.717235294117646,1968.08,2350.86,2640.41125,2686.095652173913,2606.4594285714284,1711.336170212766,2299.3972352941178
